user_id,age,income_level,investment_experience,num_investments,total_invested,avg_investment,avg_return_percent,dominant_category,return_per_investment
108,35,Low,Intermediate,7,16039.37,2291.3385714285714,-3.0628571428571436,Real Estate,-7018.042710204083
109,40,Medium,Intermediate,8,11971.23,1496.40375,1.5025000000000002,None,2248.346634375
110,52,High,Novice,17,28928.4,1701.6705882352942,3.7123529411764706,Stock,6317.201813148789
111,34,Medium,Expert,20,30829.59,1541.4795,0.4434999999999997,Index Fund,683.6461582499994
112,20,Medium,Novice,17,52215.68,3071.510588235294,2.9282352941176475,Commodities,8994.105710726644
113,38,Medium,Intermediate,18,34089.56,1893.8644444444444,11.193333333333333,Stock,21198.656014814813
114,42,Low,Novice,20,26441.85,1322.0925000000002,3.9665,Crypto,5244.079901250001
115,45,Medium,Expert,5,21777.36,4355.472,7.398000000000001,Bond,32221.781856
116,61,High,Intermediate,20,46847.69,2342.3845,12.962,None,30361.987889
117,30,Medium,Expert,18,48088.67,2671.592777777778,10.788888888888888,Index Fund,28823.51763580247
118,39,Medium,Expert,15,33818.21,2254.5473333333334,3.5166666666666666,Stock,7928.491455555556
119,64,Medium,Intermediate,14,17615.12,1258.222857142857,-3.7549999999999994,Index Fund,-4724.626828571428
120,38,Medium,Intermediate,8,11717.88,1464.7350000000001,-4.539999999999999,None,-6649.8969
121,30,Medium,Novice,15,41333.02,2755.5346666666665,-0.9859999999999999,Crypto,-2716.9571813333328
122,65,Medium,Novice,16,31209.32,1950.5825,0.451875,None,881.4194671875
123,53,Low,Novice,5,5812.41,1162.482,5.524,ETF,6421.550568
124,45,Medium,Intermediate,13,32034.41,2464.1853846153845,5.590769230769231,Commodities,13776.691827218934
125,47,Medium,Novice,10,12948.08,1294.808,1.489,ETF,1927.9691120000002
126,48,High,Intermediate,13,29411.3,2262.4076923076923,10.782307692307693,None,24393.97586390533
127,28,Low,Intermediate,12,33755.8,2812.9833333333336,-1.5041666666666664,ETF,-4231.195763888889
128,58,Medium,Expert,18,30590.09,1699.4494444444445,9.206666666666667,None,15646.264551851853
129,33,Medium,Expert,8,13653.94,1706.7424999999998,4.27,None,7287.790474999999
130,27,Low,Expert,5,11169.09,2233.818,7.384,None,16494.512112000004
131,57,Medium,Novice,14,24503.64,1750.26,2.025,ETF,3544.2765
132,58,Low,Intermediate,20,40126.94,2006.3470000000002,3.511,Commodities,7044.284317000001
133,49,Low,Intermediate,15,38979.36,2598.6240000000003,11.742666666666667,Bond,30514.775424000003
134,18,High,Expert,17,30994.06,1823.1799999999998,1.9182352941176475,Commodities,3497.2882235294123
135,45,Low,Expert,14,23678.76,1691.3400000000001,3.797857142857143,Real Estate,6423.467700000001
136,51,Low,Novice,9,17770.3,1974.4777777777776,-5.677777777777778,Commodities,-11210.646049382716
137,25,Low,Novice,20,38691.57,1934.5785,3.6075000000000004,Commodities,6978.991938750001
138,51,Medium,Expert,15,27809.28,1853.952,9.46,Bond,17538.38592
139,46,High,Expert,9,21114.22,2346.0244444444447,0.4488888888888888,ETF,1053.1043061728394
140,45,High,Novice,18,37245.88,2069.215555555556,6.712777777777778,Real Estate,13890.184198765435
141,28,High,Novice,12,12892.27,1074.3558333333333,9.3075,Bond,9999.566918749999
142,33,Medium,Intermediate,5,9260.62,1852.1239999999998,12.224,Stock,22640.363776
143,51,Medium,Novice,7,14413.5,2059.0714285714284,9.29857142857143,ETF,19146.42275510204
144,22,Low,Novice,11,15620.28,1420.0254545454545,13.299090909090909,None,18885.04761322314
145,38,Low,Novice,12,26792.22,2232.685,-5.1275,Commodities,-11448.0923375
146,42,Low,Novice,19,24641.79,1296.9363157894738,10.045789473684211,Stock,13028.749189196678
147,44,Medium,Novice,11,22012.76,2001.16,13.327272727272726,None,26670.00509090909
148,21,High,Novice,18,28957.55,1608.752777777778,9.242777777777778,None,14869.344424382718
149,55,Low,Expert,7,5262.52,751.7885714285715,-1.7714285714285711,None,-1331.7397551020406
150,54,Medium,Expert,14,26145.98,1867.57,5.049285714285714,Bond,9429.89452142857
151,37,Medium,Expert,17,41185.01,2422.6476470588236,3.914117647058824,None,9482.527907958478
152,44,Medium,Intermediate,5,18194.27,3638.8540000000003,2.2600000000000002,None,8223.810040000002
153,56,Medium,Novice,19,28046.37,1476.1247368421052,8.912105263157896,None,13155.37903628809
154,49,Medium,Intermediate,16,25768.16,1610.51,0.08875000000000033,Crypto,142.93276250000054
155,43,Low,Novice,8,27698.24,3462.28,13.20375,Index Fund,45715.07955
156,26,Medium,Expert,10,16432.52,1643.252,13.197,Crypto,21685.996644
157,55,Medium,Novice,11,24905.13,2264.1027272727274,2.061818181818182,Index Fund,4668.168168595042
158,45,High,Novice,17,37204.49,2188.4994117647057,4.976470588235294,ETF,10891.0029550173
159,34,Medium,Novice,17,25175.47,1480.91,11.347058823529412,Bond,16803.972882352944
160,39,High,Novice,12,21278.63,1773.2191666666668,4.704999999999999,Bond,8342.996179166666
161,44,High,Novice,14,22571.65,1612.2607142857144,7.162857142857143,Real Estate,11548.393173469389
162,65,Low,Expert,18,46969.39,2609.4105555555557,1.2488888888888892,Index Fund,3258.863849382717
163,32,Low,Expert,10,15277.29,1527.729,3.624,Index Fund,5536.489896
164,20,Low,Novice,14,22723.4,1623.1000000000001,2.633571428571429,Crypto,4274.549785714286
165,19,Low,Novice,9,22025.47,2447.2744444444447,2.8122222222222226,None,6882.279576543212
166,60,Medium,Novice,11,16597.75,1508.8863636363637,6.178181818181818,Bond,9322.174297520662
167,62,Medium,Novice,14,23755.14,1696.7957142857142,6.927857142857143,None,11755.158309183675
168,56,Medium,Intermediate,17,38878.02,2286.9423529411765,5.7435294117647056,Stock,13135.120667128027
169,28,Low,Novice,13,26524.86,2040.3738461538462,-4.707692307692308,Stock,-9605.45226035503
170,37,Medium,Expert,17,32741.78,1925.9870588235294,3.242941176470589,None,6245.862738408306
171,43,Low,Intermediate,14,17934.27,1281.0192857142858,5.433571428571428,None,6960.509790306122
172,58,Low,Intermediate,12,20593.18,1716.0983333333334,10.655833333333332,None,18286.45782361111
173,61,High,Intermediate,15,31438.18,2095.8786666666665,1.571333333333333,Crypto,3293.3240115555545
174,54,Low,Intermediate,5,11323.23,2264.6459999999997,7.62,Stock,17256.602519999997
175,60,Low,Intermediate,5,13704.64,2740.928,0.39000000000000057,Crypto,1068.9619200000016
176,18,Medium,Novice,6,10807.35,1801.2249999999997,5.941666666666667,Bond,10702.278541666667
177,45,Medium,Expert,5,2657.44,531.488,17.472,None,9286.158336000002
178,63,Medium,Intermediate,9,10519.74,1168.86,2.7244444444444444,Stock,3184.494133333333
179,59,Medium,Expert,20,42712.55,2135.6275,2.724,Index Fund,5817.449310000001
180,48,Medium,Intermediate,8,21859.52,2732.44,-0.5812500000000007,None,-1588.230750000002
181,35,High,Expert,13,28889.26,2222.2507692307695,-0.9830769230769232,Index Fund,-2184.6434485207105
182,23,High,Novice,8,18089.3,2261.1625,0.685,None,1548.8963125
183,47,Medium,Novice,19,36329.84,1912.0968421052632,3.35,None,6405.524421052632
184,19,High,Novice,16,37985.86,2374.11625,9.665625,Bond,22947.317378906253
185,31,Medium,Novice,11,40988.34,3726.212727272727,0.2772727272727273,Bond,1033.1771652892562
186,56,High,Intermediate,5,4644.42,928.884,-6.286,Bond,-5838.964824
187,51,Low,Intermediate,20,44225.02,2211.2509999999997,0.1139999999999998,Crypto,252.08261399999952
188,49,Medium,Intermediate,14,31747.73,2267.695,6.7128571428571435,Crypto,15222.71257857143
189,59,Medium,Intermediate,9,11696.48,1299.608888888889,3.612222222222223,None,4694.476108641977
190,23,Low,Intermediate,8,15138.65,1892.33125,9.131250000000001,Crypto,17279.3497265625
191,37,Medium,Novice,8,9323.96,1165.495,6.7025,Crypto,7811.730237499999
192,51,Medium,Intermediate,10,24027.01,2402.701,7.9159999999999995,Commodities,19019.781116
193,39,Medium,Novice,14,31535.5,2252.535714285714,6.001428571428571,None,13518.43219387755
194,34,Low,Novice,8,9637.15,1204.64375,6.66,None,8022.927375
195,25,Medium,Intermediate,11,11594.34,1054.030909090909,4.326363636363637,Index Fund,4560.120996694215
196,29,Low,Novice,20,36528.61,1826.4305,8.847999999999999,Crypto,16160.257063999998
197,64,High,Intermediate,20,27797.09,1389.8545,6.819,None,9477.417835499999
198,36,High,Novice,8,25687.84,3210.98,13.345,Stock,42850.5281
199,41,Medium,Intermediate,20,56402.38,2820.119,0.8909999999999998,Real Estate,2512.7260289999995
200,26,Low,Novice,7,3425.27,489.32428571428574,3.904285714285714,Commodities,1910.461818367347
201,36,High,Intermediate,11,20227.59,1838.8718181818183,11.960909090909091,None,21994.57864710744
202,49,High,Intermediate,15,31000.78,2066.7186666666666,3.254,Bond,6725.102541333334
203,48,Medium,Novice,19,34828.5,1833.078947368421,3.617368421052632,Stock,6630.921897506925
204,21,High,Novice,20,40549.78,2027.489,1.5205000000000002,Bond,3082.7970245000006
205,22,Medium,Intermediate,15,34332.07,2288.8046666666664,7.006666666666666,Index Fund,16036.891364444442
206,61,Low,Expert,15,28851.75,1923.45,4.6306666666666665,Crypto,8906.8558
207,37,High,Novice,20,39445.85,1972.2925,1.1725,Commodities,2312.51295625
208,44,Medium,Intermediate,7,14974.91,2139.272857142857,-5.435714285714285,Crypto,-11628.476030612243
209,51,Medium,Novice,5,8222.2,1644.44,3.7980000000000005,Stock,6245.583120000001
210,55,Medium,Intermediate,14,23132.49,1652.320714285714,6.494285714285715,Bond,10730.64281020408
211,57,Low,Intermediate,8,17950.55,2243.81875,9.7225,None,21815.527796874998
212,58,Low,Novice,5,5429.33,1085.866,-1.2419999999999998,Index Fund,-1348.6455719999997
213,33,Medium,Novice,19,27790.58,1462.662105263158,5.55,Index Fund,8117.774684210527
214,44,Medium,Novice,6,7153.41,1192.235,-1.4533333333333331,None,-1732.7148666666662
215,20,Low,Novice,15,38533.2,2568.8799999999997,0.13666666666666635,None,351.0802666666658
216,47,Medium,Expert,15,29132.97,1942.198,11.981333333333334,ETF,23270.121637333334
217,58,Medium,Expert,8,23066.57,2883.32125,6.8125,None,19642.626015625
218,45,Medium,Intermediate,9,19309.09,2145.4544444444446,-8.747777777777777,ETF,-18767.95871234568
219,35,Low,Novice,19,23649.45,1244.707894736842,8.201052631578946,Index Fund,10207.914955678669
220,37,Medium,Intermediate,6,11458.16,1909.6933333333334,-4.81,ETF,-9185.624933333333
221,36,Low,Intermediate,9,17904.3,1989.366666666667,2.35,Bond,4675.011666666667
222,62,High,Intermediate,16,31757.47,1984.841875,1.7112499999999997,None,3396.5606585937494
223,49,Low,Novice,7,16109.43,2301.347142857143,5.687142857142858,Crypto,13088.089965306124
224,45,Medium,Novice,19,38662.75,2034.8815789473683,5.795789473684211,None,11793.745235457065
225,23,High,Expert,5,3426.75,685.35,6.1579999999999995,None,4220.3853
226,54,High,Expert,7,17562.24,2508.8914285714286,11.728571428571428,Bond,29425.71232653061
227,61,Low,Novice,13,32183.28,2475.636923076923,2.7492307692307696,None,6806.097202366864
228,29,Medium,Novice,15,21648.03,1443.202,6.045333333333334,None,8724.637157333334
229,35,High,Novice,17,21677.06,1275.1211764705884,8.174117647058821,Stock,10422.990510726642
230,49,Medium,Novice,6,10669.72,1778.2866666666669,11.853333333333333,None,21078.624622222225
231,38,Low,Novice,13,19382.39,1490.9530769230769,4.3707692307692305,Index Fund,6516.611833136094
232,44,Medium,Intermediate,20,28823.05,1441.1525,7.6785,Crypto,11065.889471249999
233,43,Medium,Novice,6,18026.97,3004.4950000000003,5.266666666666667,Index Fund,15823.673666666667
234,23,Low,Novice,9,16176.16,1797.351111111111,4.8566666666666665,Bond,8729.13522962963
235,43,Medium,Expert,5,14301.01,2860.202,-5.644,None,-16142.980088000002
236,60,Medium,Novice,7,29519.58,4217.082857142857,4.441428571428571,Real Estate,18729.87228979592
237,30,Medium,Intermediate,7,14113.45,2016.207142857143,5.862857142857143,Crypto,11820.734448979592
238,58,Medium,Novice,5,16233.85,3246.77,5.474,None,17772.81898
239,53,High,Novice,5,4884.88,976.976,-4.2700000000000005,Commodities,-4171.68752
240,62,Low,Expert,7,4009.63,572.8042857142857,11.372857142857143,None,6514.421312244897
241,56,Low,Novice,9,16690.44,1854.493333333333,3.863333333333333,None,7164.525911111109
242,53,Medium,Novice,15,37156.49,2477.099333333333,1.1420000000000001,ETF,2828.8474386666667
243,25,High,Intermediate,12,19862.38,1655.1983333333335,-2.9050000000000007,None,-4808.351158333335
244,27,High,Novice,16,31670.4,1979.3999999999999,7.376875,ETF,14601.786375
245,63,Medium,Novice,11,23366.66,2124.241818181818,-2.2027272727272726,Crypto,-4679.125386776859
246,48,Medium,Novice,13,29627.01,2279.000769230769,4.733846153846153,None,10788.439026035501
247,30,Medium,Expert,7,14392.61,2056.087142857143,0.3499999999999999,Commodities,719.6305
248,22,Medium,Expert,15,18139.27,1209.2846666666667,8.768,None,10603.007957333335
249,39,Medium,Expert,19,38182.92,2009.6273684210526,3.495789473684211,Index Fund,7025.234200554017
250,36,Low,Intermediate,13,14131.48,1087.0369230769231,7.394615384615384,Index Fund,8038.219955029585
251,60,High,Novice,13,29532.81,2271.754615384615,6.376153846153846,Bond,14485.056928402366
252,48,Medium,Intermediate,10,22669.05,2266.9049999999997,2.5770000000000004,Commodities,5841.814185
253,42,High,Expert,13,25934.04,1994.926153846154,-2.422307692307692,None,-4832.324968047337
254,62,Medium,Novice,20,41557.48,2077.8740000000003,2.3745,Stock,4933.911813000001
255,44,Medium,Novice,11,21105.98,1918.7254545454546,-1.5854545454545452,ETF,-3042.0519933884293
256,42,High,Intermediate,13,22637.22,1741.3246153846155,4.781538461538462,ETF,8326.210622485209
257,59,Medium,Novice,12,23770.35,1980.8625,2.763333333333333,ETF,5473.783375
258,50,Medium,Novice,10,23464.38,2346.4379999999996,-0.37900000000000034,Real Estate,-889.3000020000006
259,46,Medium,Novice,11,26113.89,2373.99,3.2545454545454544,Bond,7726.258363636362
260,64,Medium,Intermediate,19,31186.43,1641.391052631579,5.887894736842106,Commodities,9664.337739889197
261,27,Medium,Expert,6,7397.72,1232.9533333333334,9.88,Bond,12181.578933333334
262,39,Medium,Intermediate,9,5842.7,649.1888888888889,-2.8244444444444445,Commodities,-1833.597950617284
263,39,Medium,Intermediate,18,27926.63,1551.4794444444444,-1.453333333333333,Real Estate,-2254.816792592592
264,38,Medium,Intermediate,12,29711.9,2475.991666666667,-2.769166666666667,None,-6856.433590277779
265,52,Medium,Novice,12,19069.65,1589.1375,13.040833333333333,Bond,20723.677281250002
266,61,High,Intermediate,5,13963.49,2792.6980000000003,-2.8800000000000003,Crypto,-8042.9702400000015
267,45,Medium,Intermediate,6,14424.14,2404.0233333333335,3.193333333333333,Commodities,7676.8478444444445
268,24,Low,Novice,10,22324.07,2232.407,10.298,Bond,22989.327286000003
269,19,Medium,Novice,5,8412.96,1682.592,11.382,None,19151.262144
270,40,Medium,Novice,13,16721.76,1286.289230769231,6.859230769230768,None,8822.954669822484
271,44,Medium,Novice,11,24146.68,2195.152727272727,-1.1881818181818184,Crypto,-2608.2405586776863
272,29,Medium,Novice,16,29021.23,1813.826875,18.153125,Commodities,32926.62599023437
273,61,Medium,Intermediate,14,28323.5,2023.107142857143,7.163571428571428,None,14492.672525510203
274,32,Medium,Novice,15,24058.03,1603.8686666666665,4.065333333333333,Stock,6520.260752888888
275,60,High,Novice,11,17176.37,1561.4881818181818,1.6027272727272726,None,2502.6396950413223
276,36,Medium,Novice,12,12646.3,1053.8583333333333,7.336666666666667,Index Fund,7731.807305555556
277,40,Low,Expert,16,27557.3,1722.33125,5.011875000000001,Stock,8632.10893359375
278,62,Medium,Novice,6,10846.86,1807.8100000000002,-0.45333333333333375,Index Fund,-819.5405333333342
279,42,Medium,Novice,6,7884.6,1314.1000000000001,1.9883333333333326,None,2612.8688333333325
280,54,Medium,Expert,15,32326.28,2155.0853333333334,-0.9066666666666667,Bond,-1953.9440355555557
281,36,High,Intermediate,11,15442.34,1403.8490909090908,-0.25909090909090904,Index Fund,-363.7245371900826
282,35,Medium,Intermediate,18,45767.03,2542.612777777778,5.8116666666666665,Crypto,14776.817926851852
283,65,High,Intermediate,15,21241.96,1416.1306666666667,9.482666666666667,None,13428.695068444445
284,36,Medium,Intermediate,17,33312.29,1959.5464705882353,4.918235294117647,Index Fund,9637.510612110726
285,40,Medium,Intermediate,10,13924.73,1392.473,3.3549999999999995,Commodities,4671.746914999999
286,61,Medium,Intermediate,17,37694.25,2217.3088235294117,3.457647058823529,None,7666.67133217993
287,26,Low,Intermediate,8,13820.31,1727.53875,9.3525,None,16156.806159374997
288,20,Medium,Novice,10,16792.64,1679.264,5.042,Stock,8466.849087999999
289,41,Low,Expert,14,21300.29,1521.4492857142857,0.4207142857142857,None,640.0954494897959
290,38,Medium,Novice,12,17991.06,1499.255,1.0366666666666666,Real Estate,1554.2276833333333
291,52,Medium,Expert,13,28083.59,2160.2761538461536,5.923076923076923,None,12795.481834319526
292,28,High,Expert,5,6838.85,1367.77,5.563999999999998,Real Estate,7610.272279999997
293,36,High,Expert,11,21574.0,1961.2727272727273,3.2263636363636365,Stock,6327.779008264463
294,47,Low,Expert,17,27802.6,1635.4470588235292,5.295294117647059,Index Fund,8660.173190311418
295,61,Medium,Novice,11,27592.57,2508.4154545454544,-0.2163636363636366,Index Fund,-542.7298892561989
296,53,Low,Novice,13,21305.46,1638.8815384615384,-3.8230769230769233,Real Estate,-6265.570189349112
297,34,Low,Novice,20,42278.81,2113.9404999999997,4.6735,Commodities,9879.500926749997
298,65,Low,Novice,9,10828.77,1203.1966666666667,-2.072222222222222,Real Estate,-2493.29087037037
299,58,Low,Novice,12,34972.32,2914.36,0.8699999999999997,Crypto,2535.493199999999
300,19,High,Intermediate,8,14335.35,1791.9187499999998,2.9625000000000004,None,5308.559296875
301,57,Medium,Intermediate,20,36581.58,1829.0790000000002,8.885000000000002,None,16251.366915000004
